Transaction Reference Number,Related Reference,Account Identification,Statement_Sequence Number,Intermediate Balance for the date requested,Opening Balance,Value Date,Entry Date,Credit_Debit Indicator,Funds Distribution,Transaction Amount,Transaction Type,YOUR REF,Bank reference number,YOUR REF1,Information to Account Owner,Intermediate Closing Balance,Closing Balance,Closing Available Balance,Forward Available Balance,additional information
2305256300149728,CHASHKHHXXX,6300149728,00117/00001,,"C230525HKD58042,00",230525,0525,C,M,11262.00,NTRF,63000032498,0ZYGRB9B4PN1,,BAI=158;YOUR REF=63000032498;B/O CUSTOMER=/053502282838 LUCKYSEVE NCORP HK LIMITED;PAY METHOD=INWARD RTP;PAID TO=004 The Hongkong a nd Shanghai Banki;BENEFICIARY=CARLSBERG BREWERY HONG KONG LIMI;RE C FROM=004 The Hongkong and Shanghai Banki;PAYDET=/VXR/6300003249 8/CatPurpCd-CXBSNS P urpCd-SUPPLIERPAY,,,,,
,,,,,,,,,,,,,,,,,"C230525HKD69304,00","C230525HKD69304,00",,"AVG MTDC0,00AVG YTDC0,00NUMBER OF CREDITS=1SUM OF CREDITS=11262,0 0NUMBER OF DEBITS=0SUM OF DEBITS=0,00 -"
